Title,Asset_Name,Version,ASR_Class,BP_Case,ASR_Case,Date,Oil_Mbbl,Condensate_Mbbl,Gas_MMcf,NGL_Mbbl,Oil_Equivalent_MBOE,Revenue_Oil_M$US,Revenue_Condensate_M$US,Revenue_Gas_M$US,Revenue_NGL_M$US,Total_Revenue_M$US,Capex_Explo_Site_Survey_M$US,Capex_Explo_Drilling_-_Dry_Hole_M$US,Capex_Explo_Drilling_-_Success_M$US,Capex_Explo_Appraisal_Drilling_M$US,Development_Drilling_M$US,Capex_Workover_M$US,Plant_&_Euipment_M$US,Maintenance_Total_M$US,Capex_Total_M$US,Opex_Fixed_M$US,Opex_Workover_M$US,Opex_Sharing_M$US,Opex_Variable_M$US,Opex_Transportation_M$US,Opex_Treatment_M$US,Opex_Total_M$US,Epex_G&G_M$US,Epex_Seismic_M$US,Epex_G&A_M$US,Epex_Area_Fee_M$US,Opex_+_Epex_M$US,Royalty_M$US,Abandonment_M$US,Revenue_Processing_M$US,Revenue_Pipeline_M$US,Before_Tax_Cash_Flow_M$US,Tax_Paid_M$US
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6950.31682,6950.31682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6950.31682,0
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.133,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2021-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.133,359.133,0,0,0,0,0,0,0,0,0,0,0,0,0,4322.34,0,0,-4681.473,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.941666706,268.941666706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-268.941666706,0
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.385845734039,269.385845734039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-269.385845734039,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.830758359855,269.830758359855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-269.830758359855,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.276405795045,270.276405795045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-270.276405795045,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.722789253207,270.722789253207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-270.722789253207,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.169909949941,271.169909949941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271.169909949941,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.617769102857,271.617769102857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271.617769102857,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.066367931577,272.066367931577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-272.066367931577,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.515707657734,272.515707657734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-272.515707657734,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.965789504981,272.965789504981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-272.965789504981,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.416614698992,273.416614698992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-273.416614698992,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2022-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.868184467463,273.868184467463,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.59214450308,0,0,-1904.46032897054,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.18218995988,151.18218995988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-151.18218995988,0
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.431879638001,151.431879638001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-151.431879638001,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.681981698926,151.681981698926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-151.681981698926,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.932496823738,151.932496823738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-151.932496823738,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.183425694646,152.183425694646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-152.183425694646,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.434768994986,152.434768994986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-152.434768994986,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.68652740922,152.68652740922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-152.68652740922,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.938701622944,152.938701622944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-152.938701622944,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.191292322885,153.191292322885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-153.191292322885,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.444300196902,153.444300196902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-153.444300196902,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.697725933994,153.697725933994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-153.697725933994,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2023-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.951570224294,153.951570224294,0,0,0,0,0,0,0,0,0,0,0,0,0,481.679563040166,0,0,-635.63113326446,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.656488356922,139.656488356922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139.656488356922,0
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.887142401785,139.887142401785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139.887142401785,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.118177390554,140.118177390554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-140.118177390554,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.349593952392,140.349593952392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-140.349593952392,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.581392717496,140.581392717496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-140.581392717496,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.813574317106,140.813574317106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-140.813574317106,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.046139383504,141.046139383504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-141.046139383504,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.279088550018,141.279088550018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-141.279088550018,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.51242245102,141.51242245102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-141.51242245102,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.746141721929,141.746141721929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-141.746141721929,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.980246999217,141.980246999217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-141.980246999217,
Total Proved,Germany Adjustment,ASR20,n/a,LOW,n/a,2024-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.214738920402,142.214738920402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-142.214738920402,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,2.95,786.175,0,0,0,0,0,786.175,0,0,0,0,786.175,0,0,464.1848954,0,-324.9401046,0
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,2.95,786.175,0,0,0,0,0,786.175,0,0,0,0,786.175,0,0,464.1848954,0,-324.9401046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,8.85,786.175,0,0,0,0,0,786.175,0,0,0,0,786.175,0,0,464.1848954,0,-330.8401046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.9,0,182.9,786.175,0,0,0,0,0,786.175,0,0,0,0,786.175,0,0,464.1848954,0,-504.8901046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.46,0,114.46,766.705,0,0,0,0,0,766.705,0,0,0,0,766.705,0,0,464.1848954,0,-416.9801046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5744,0,42.5744,723.281,0,0,0,0,0,723.281,0,0,0,0,723.281,0,0,464.1848954,0,-301.6705046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.66,0,102.66,723.281,0,0,0,0,0,723.281,0,0,0,0,723.281,0,0,464.1848954,0,-361.7561046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.502,0,128.502,723.281,0,0,0,0,0,723.281,0,0,0,0,723.281,0,0,464.1848954,0,-387.5981046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.85,0,67.85,723.281,0,0,0,0,0,723.281,0,0,0,0,723.281,0,0,464.1848954,0,-326.9461046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.25,0,103.25,703.811,0,0,0,0,0,703.811,0,0,0,0,703.811,0,0,464.1848954,0,-342.8761046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.35,0,156.35,691.834,0,0,0,0,0,691.834,0,0,0,0,691.834,0,0,464.1848954,0,-383.9991046,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2021-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.75,0,132.75,702.218,0,0,0,0,0,702.218,0,0,0,0,702.218,0,2570.04,464.1827006,0,-2940.8252994,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.75,0,250.75,828.82728,0,0,0,0,0,828.82728,0,0,0,0,828.82728,0,0,464.1234469,0,-615.4538331,0
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.247202055281,0,180.247202055281,830.196155638169,0,0,0,0,0,830.196155638169,0,0,0,0,830.196155638169,0,0,464.889984506683,0,-545.553373186767,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.26935218768,0,127.26935218768,831.567292085747,0,0,0,0,0,831.567292085747,0,0,0,0,831.567292085747,0,0,465.657788112544,0,-493.178856160884,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.807720184739,0,183.807720184739,832.940693076645,0,0,0,0,0,832.940693076645,0,0,0,0,832.940693076645,0,0,466.426859808484,0,-550.321553452899,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.856546139861,0,637.856546139861,797.542804041918,0,0,0,0,0,797.542804041918,0,0,0,0,797.542804041918,0,0,467.197201688857,0,-968.202148492922,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.872971938533,0,863.872971938533,768.83837863399,0,0,0,0,0,768.83837863399,0,0,0,0,768.83837863399,0,0,467.968815851476,0,-1164.74253472105,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.103428488096,0,187.103428488096,770.108177724341,0,0,0,0,0,770.108177724341,0,0,0,0,770.108177724341,0,0,468.741704397618,0,-488.469901814819,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.570415924437,0,210.570415924437,771.380073991126,0,0,0,0,0,771.380073991126,0,0,0,0,771.380073991126,0,0,469.515869432031,0,-512.434620483532,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.535745092162,0,128.535745092162,769.232030875178,0,0,0,0,0,769.232030875178,0,0,0,0,769.232030875178,0,0,470.29131306294,0,-427.4764629044,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8652265926475,0,68.8652265926475,740.280825717012,0,0,0,0,0,740.280825717012,0,0,0,0,740.280825717012,0,0,471.06803740205,0,-338.078014907609,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9798777604909,0,65.9798777604909,741.503459686936,0,0,0,0,0,741.503459686936,0,0,0,0,741.503459686936,0,0,471.846044564556,0,-335.637292882871,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2022-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00403858604105,0,3.00403858604105,748.015220847696,0,0,0,0,0,748.015220847696,0,0,0,0,748.015220847696,0,3783.8870029773,472.622981502892,0,-4062.28328090815,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.009,0,3.009,863.7081744,0,0,0,0,0,863.7081744,0,0,0,0,863.7081744,0,0,596.2231194,0,-270.494055,0
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.293361770887,0,63.293361770887,865.134658671155,0,0,0,0,0,865.134658671155,0,0,0,0,865.134658671155,0,0,597.207830355774,0,-331.220190086268,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0568422719605,0,9.0568422719605,866.563498897059,0,0,0,0,0,866.563498897059,0,0,0,0,866.563498897059,0,0,598.19416764175,0,-277.42617352727,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.483874588434,0,187.483874588434,867.994698968764,0,0,0,0,0,867.994698968764,0,0,0,0,867.994698968764,0,0,599.182133943945,0,-456.296439613253,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.068036552817,0,384.068036552817,824.549246348449,0,0,0,0,0,824.549246348449,0,0,0,0,824.549246348449,0,0,600.171731952811,0,-608.445550948455,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856.878989349502,0,856.878989349502,801.19544704932,0,0,0,0,0,801.19544704932,0,0,0,0,801.19544704932,0,0,601.162964363245,0,-1056.91147203558,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.624317776921,0,251.624317776921,802.51868646885,0,0,0,0,0,802.51868646885,0,0,0,0,802.51868646885,0,0,558.597681862278,0,-495.545322383493,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.781824242925,0,214.781824242925,803.844111325864,0,0,0,0,0,803.844111325864,0,0,0,0,803.844111325864,0,0,553.432328725478,0,-465.193606843312,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.106459994005,0,131.106459994005,795.002742314161,0,0,0,0,0,795.002742314161,0,0,0,0,795.002742314161,0,0,554.346367211479,0,-371.762835096687,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.403454819284,0,192.403454819284,771.436460258662,0,0,0,0,0,771.436460258662,0,0,0,0,771.436460258662,0,0,555.261915306353,0,-408.577999771593,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.717084751011,0,140.717084751011,772.710550292045,0,0,0,0,0,772.710550292045,0,0,0,0,772.710550292045,0,0,556.178975503341,0,-357.248659539714,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2023-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06411935776187,0,3.06411935776187,779.379594658365,0,0,0,0,0,779.379594658365,0,0,0,0,779.379594658365,0,10464.5804306283,557.096932573341,0,-10689.9272120711,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1305636,0,3.1305636,807.815542032001,0,0,0,0,0,807.815542032001,0,0,0,0,807.815542032001,0,0,620.31053342376,0,-190.63557220824,0
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8504135864309,0,65.8504135864309,809.149715076621,0,0,0,0,0,809.149715076621,0,0,0,0,809.149715076621,0,0,621.335026702147,0,-253.665101960905,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4227386997477,0,9.4227386997477,810.486091616496,0,0,0,0,0,810.486091616496,0,0,0,0,810.486091616496,0,0,622.361212014477,0,-197.547618301767,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.214208204512,0,69.214208204512,811.824675290876,0,0,0,0,0,811.824675290876,0,0,0,0,811.824675290876,0,0,623.38909215528,0,-257.649791340108,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.53252869026,0,273.53252869026,796.850404940791,0,0,0,0,0,796.850404940791,0,0,0,0,796.850404940791,0,0,624.418669923705,0,-445.964263707347,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.104857826618,0,702.104857826618,749.348394504705,0,0,0,0,0,749.348394504705,0,0,0,0,749.348394504705,0,0,625.449948123521,0,-826.003304207802,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.087084986769,0,72.087084986769,750.586004301693,0,0,0,0,0,750.586004301693,0,0,0,0,750.586004301693,0,0,574.965588520967,0,-247.707500767495,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.7840505358061,0,96.7840505358061,751.825658111881,0,0,0,0,0,751.825658111881,0,0,0,0,751.825658111881,0,0,575.79099475631,0,-272.818713891377,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9598302904313,0,72.9598302904313,753.067359311122,0,0,0,0,0,753.067359311122,0,0,0,0,753.067359311122,0,0,576.741960397064,0,-249.28522920449,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0803293819303,0,73.0803293819303,737.859626390316,0,0,0,0,0,737.859626390316,0,0,0,0,737.859626390316,0,0,577.694496634888,0,-233.245459137358,
Total Proved,Non-Producing Assets,ASR20,n/a,LOW,n/a,2024-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.018374118455,0,70.018374118455,722.705694142973,0,0,0,0,0,722.705694142973,0,0,0,0,722.705694142973,0,0,578.648606063753,0,-214.075462197676,
